node_id,x_coord,y_coord,floor,building,node_type,long_name,short_name,team_assigned,x_coord_3d,y_coord_3d
EHALL00601,2385,910,1,45 Francis,HALL,Hallway Node 4 Floor 1,HallE04,Team E,2225,1450
EHALL00701,2385,860,1,45 Francis,HALL,Hallway Node 5 Floor 1,HallE05,Team E,2245,1425
EDEPT00101,2335,860,1,45 Francis,DEPT,Waiting Room 1 Floor 1,Wait 1,Team E,2205,1410
EHALL00801,2460,910,1,45 Francis,HALL,Hallway Node 6 Floor 1,HallE06,Team E,2285,1470
EINFO00101,2460,850,1,45 Francis,INFO,Connor's Center Security Desk Floor 1,Security 1,Team E,2305,1440
EHALL00901,2585,910,1,45 Francis,HALL,Hallway Node 7 Floor 1,HallE07,Team E,2375,1505
EHALL01001,2585,890,1,45 Francis,HALL,Hallway Node 8 Floor 1,HallE08,Team E,2380,1495
EHALL01101,2610,910,1,45 Francis,HALL,Hallway Node 9 Floor 1,HallE09,Team E,2390,1515
EHALL01201,2610,955,1,45 Francis,HALL,Hallway Node 10 Floor 1,HallE10,Team E,2375,1535
EHALL01301,2660,955,1,45 Francis,HALL,Hallway Node 11 Floor 1,HallE11,Team E,1410,1550
EHALL01401,2660,980,1,45 Francis,HALL,Hallway Node 12 Floor 1,HallE12,Team E,2400,1560
EHALL01501,2675,910,1,45 Francis,HALL,Hallway Node 13 Floor 1,HallE13,Team E,2435,1530
EHALL01601,2910,910,1,45 Francis,HALL,Hallway Node 14 Floor 1,HallE14,Team E,2605,1590
EHALL01701,2910,890,1,45 Francis,HALL,Hallway Node 15 Floor 1,HallE15,Team E,2610,1585
EHALL01801,2925,910,1,45 Francis,HALL,Hallway Node 16 Floor 1,HallE16,Team E,2620,1595
EHALL01901,2960,900,1,45 Francis,HALL,Hallway Node 17 Floor 1,HallE17,Team E,2645,1600
EHALL02001,2950,745,1,45 Francis,HALL,Hallway Node 18 Floor 1,HallE18,Team E,2700,1515
EREST00101,2950,730,1,45 Francis,REST,Restroom G1 Floor 1,Restroom G1,Team E,2700,1505
EEXIT00201,2950,705,1,45 Francis,EXIT,Exit 2 Floor 1,Exit 2,Team E,2710,1495
ELABS00101,3050,730,1,45 Francis,LABS,Asthma Research Floor 1,Asthma 1,Team E,2780,1535
EDEPT00201,3100,890,1,45 Francis,DEPT,Wound and Ambulatory 1,WCCAT 1,Team E,2755,1630
EDEPT00301,3200,880,1,45 Francis,DEPT,Ocupational Health Floor 1,Ocupational 1,Team E,2835,1655
EHALL02101,3230,880,1,45 Francis,HALL,Hallway Node 19 Floor 1,HallE19,Team E,2850,1665
EHALL02201,3270,875,1,45 Francis,HALL,Hallway Node 20 Floor 1,HallE20,Team E,2880,1675
EHALL02301,3325,870,1,45 Francis,HALL,Hallway Node 21 Floor 1,HallE21,Team E,2925,1680
EHALL02401,2770,980,1,45 Francis,HALL,Hallway Node 22 Floor 1,HallE22,Team E,2475,1585
EHALL02501,2925,980,1,45 Francis,HALL,Hallway Node 23 Floor 1,HallE23,Team E,2590,1640
EREST00201,2985,980,1,45 Francis,REST,Restroom F1 Floor 1,Restroom F1,Team E,2640,1650
EHALL02601,3085,980,1,45 Francis,HALL,Hallway Node 24 Floor 1,HallE24,Team E,2715,1675
EHALL02701,3085,1000,1,45 Francis,HALL,Hallway Node 25 Floor 1,HallE25,Team E,2705,1685
EHALL02801,2925,1050,1,45 Francis,HALL,Hallway Node 26 Floor 1,HallE26,Team E,2555,1670
EHALL02901,2770,1070,1,45 Francis,HALL,Hallway Node 27 Floor 1,HallE27,Team E,2450,1640
EHALL03001,2790,1070,1,45 Francis,HALL,Hallway Node 28 Floor 1,HallE28,Team E,2465,1645
ESTAI00301,2790,1155,1,45 Francis,STAI,Staircase H1 Floor 1,Stair H1,Team E,2440,1690
EREST00301,2790,1190,1,45 Francis,REST,Restroom H1 Floor 1,Restroom H1,Team E,2430,1690
ELABS00201,2790,1290,1,45 Francis,LABS,Ambulatory X-Ray Floor 1,X-Ray 1,Team E,2385,1760
EDEPT00401,2790,1380,1,45 Francis,DEPT,Rehabilitation Services Floor 1,Rehab 1,Team E,2350,1810
EHALL03101,2790,1460,1,45 Francis,HALL,Hallway Node 29 Floor 1,HallE29,Team E,2320,1850
EHALL03201,2670,1380,1,45 Francis,HALL,Hallway Node 30 Floor 1,HallE30,Team E,2265,1780
EHALL03301,2605,1380,1,45 Francis,HALL,Hallway Node 31 Floor 1,HallE31,Team E,2215,1765
ESTAI00401,2605,1340,1,45 Francis,STAI,Staircase H2 Floor 1,Stair H2,Team E,2235,1735
EHALL03401,2835,1460,1,45 Francis,HALL,Hallway Node 32 Floor 1,HallE32,Team E,2355,1865
EHALL03501,2760,1460,1,45 Francis,HALL,Hallway Node 33 Floor 1,HallE33,Team E,2300,1845
EHALL03601,2760,1405,1,45 Francis,HALL,Hallway Node 34 Floor 1,HallE34,Team E,2320,1820
FHALL00101,2055,910,1,Tower,HALL,Lower Pike Hallway Exit Lobby,Hallway F00101,Team F,1970,1352
FHALL00201,2026,910,1,Tower,HALL,Lobby Shattuck Street,Hallway F00201,Team F,1961,1352
FSTAI00101,2026,892,1,Tower,STAI,Lobby Shattuck Street Stairs,Stairway F00101,Team F,1972,1342
FHALL00301,2017,910,1,Tower,HALL,Shattuck Street Lobby 1,Hallway F00301,Team F,1955,1347
FEXIT00101,2017,799,1,Tower,EXIT,Shattuck Street Lobby Exit,Shattuck St. Exit,Team F,1999,1284
FHALL00401,1973,910,1,Tower,HALL,Shattuck Street Lobby 2,Hallway F00401,Team F,1928,1337
FRETL00101,1973,844,1,Tower,RETL,Lobby Vending Machine,VM Lobby,Team F,1947,1300
FHALL00501,1950,910,1,Tower,HALL,Shattuck Street Lobby 3,Hallway F00501,Team F,1913,1330
FSERV00101,1950,871,1,Tower,SERV,Shattuck Street Lobby ATM,Lobby ATM,Team F,1926,1304
FHALL00601,1869,930,1,Tower,HALL,Tower Lobby Entrance 1,Tower Entrance,Team F,1847,1311
FHALL00701,1758,930,1,Tower,HALL,Tower Elevator Entrance,Hallway F00701,Team F,1766,1283
FHALL00801,1758,850,1,Tower,HALL,Tower Hallway 1,Hallway F00801,Team F,1790,1242
FHALL01301,1627,825,1,Tower,HALL,Tower Hallway 5,Hallway F01301,Team F,1710,1194
FHALL00901,1627,850,1,Tower,HALL,Tower Hallway 2,Hallway F00901,Team F,1700,1208
FHALL01001,1627,802,1,Tower,HALL,Tower Hallway 3,Hallway F01001,Team F,1720,1181
FSTAI00201,1673,802,1,Tower,STAI,Tower Stairway 1,Tower Stairs 1,Team F,1749,1194
FHALL01101,1627,930,1,Tower,HALL,Tower Hallway 4,Hallway F01101,Team F,1676,1247
FHALL01201,1548,930,1,Tower,HALL,Tower Staff Entrance,Hallway F01201,Team F,1617,1226
FDEPT00101,1617,825,1,Tower,DEPT,Center for International Medicine,CIM,Team F,1699,1193
FSERV00401,1721,970,1,Tower,DEPT,Spiritual Care Office,SCO,Team F,1718,1306
FHALL01401,1627,1029,1,Tower,HALL,Tower Hallway 6,Hallway F01401,Team F,1635,1303
FSERV00201,1605,1029,1,Tower,SERV,Tower Medical Cashier,Tower Cashier,Team F,1617,1298
FHALL01501,1627,1060,1,Tower,HALL,Tower Hallway 7,Hallway F01501,Team F,1619,1325
FHALL01601,1758,1060,1,Tower,HALL,Tower Hallway 8,Hallway F01601,Team F,1718,1361
FHALL01701,1721,956,1,Tower,HALL,Tower Hallway 9,Hallway F01701,Team F,1728,1295
FDEPT00301,1721,931,1,Tower,DEPT,Multifaith Chapel,Chapel,Team F,1735,1280
FHALL01801,1758,956,1,Tower,HALL,Tower Hallway 10,Hallway F01801,Team F,1754,1301
FHALL01901,1758,1120,1,Tower,HALL,Tower Hallway 11,Hallway F01901,Team F,1697,1388
FHALL02001,1700,1120,1,Tower,HALL,Tower Hallway 12,Hallway F02001,Team F,1652,1375
FDEPT00201,1610,1120,1,Tower,DEPT,Bretholtz Center for Patients and Families,Bretholtz WR,Team F,1587,1343
FSERV00301,1700,1158,1,Tower,SERV,Kessler Library,Kessler Library,Team F,1641,1396
FHALL02101,1769,1146,1,Tower,HALL,Tower Hallway Entrance,Tower Entrance 2,Team F,1694,1411
FDEPT00401,1794,1146,1,Tower,DEPT,Sharf Admitting Center,Sharf Center,Team F,1712,1418
FHALL02201,1769,1280,1,Tower,HALL,Hallway Lobby Entrance,Entrance Hallway,Team F,1658,1471
FLABS00101,1845,1250,1,Tower,LABS,Obstetrics Admitting,Obs Admitting,Team F,1719,1483
FHALL02301,1845,1280,1,Tower,HALL,Lobby Hallway 1,Hallway F02301,Team F,1708,1502
FHALL02401,1965,1280,1,Tower,HALL,Lobby Hallway 2,Hallway F02401,Team F,1787,1525
FHALL02501,1965,1239,1,Tower,HALL,Lobby Hallway 3,Hallway F02501,Team F,1799,1503
FSTAI00301,1947,1239,1,Tower,STAI,Lobby Escalator,Lobby Escalator,Team F,1785,1497
FHALL02601,2026,1239,1,Tower,HALL,Lobby Hallway 4,Hallway F02601,Team F,1847,1527
FHALL02701,2066,1239,1,Tower,HALL,Lobby Hallway 7,Hallway F02701,Team F,1874,1538
FDEPT00501,2128,1300,1,Tower,DEPT,Emergency Department,Emergency,Team F,1906,1610
FHALL02801,1748,1280,1,Tower,HALL,Lobby Entrance Hallway,HallwayF02801,Team F,1630,1463
FEXIT00201,1748,1321,1,Tower,EXIT,75 Francis Valet Drop-off,75 Francis Exit,Team F,1615,1496
FHALL02901,1700,1280,1,Tower,HALL,75 Lobby,75 Lobby,Team F,1594,1456
FINFO00101,1700,1226,1,Tower,INFO,75 Lobby Information Desk,Lobby Info Desk,Team F,1619,1432
FSERV00501,1645,1280,1,Tower,SERV,75 Lobby Valet Cashier,Valet Cashier,Team F,1548,1441
FHALL03001,1645,1246,1,Tower,HALL,Lobby Hallway 5,Hallway F02701,Team F,1564,1424
FRETL00201,1609,1246,1,Tower,RETL,Au Bon Pain,ABP,Team F,1546,1416
FHALL03101,2026,976,1,Tower,HALL,Lobby Hallway 6,Hallway F02801,Team F,1944,1385
FREST00101,2091,976,1,Tower,REST,Bathroom 75 Lobby,Bathroom Lobby,Team F,1976,1399
FEXIT00301,2099,1357,1,Tower,EXIT,Emergency Department Entrance,Emergency Entrance,Team F,1873,1633
FHALL03201,1758,1029,1,Tower,HALL,Tower Hallway 13,Hallway F03201,Team F,1717,1357
FDEPT00601,1780,1029,1,Tower,DEPT,International Patient Center,IPC,Team F,1745,1344
FHALL03301,2066,1282,1,Tower,HALL,Emergency Hallway,Hallway F03301,Team F,1849,1551
GCONF02001,1493,2117,1,Shapiro,CONF,Shapiro Board Room MapNode 20 Floor 1,Shapiro Board Room,Team G,1140,1859
GDEPT01901,1566,2139,1,Shapiro,DEPT,Zinner Breakout Room MapNode 19 Floor 1,Zinner Breakout Room,Team G,1183,1892
GELEV00N01,1647,1930,1,Shapiro,ELEV,Elevator N MapNode 26 Floor 1,,Team G,1319,1798
GELEV00Q01,1648,2161,1,Shapiro,ELEV,Elevator Q MapNode 18 Floor 1,Elevator Q Floor 1,Team G,1234,1925
GEXIT00101,1751,1825,1,Shapiro,EXIT,Francis Street Exit MapNode 1 Floor 1,Francis Street Exit Floor 1,Team G,1435,1774
GHALL00201,1722,1832,1,Shapiro,HALL,Hallway MapNode 2 Floor 1,,Team G,1414,1768
GHALL00301,1705,1831,1,Shapiro,HALL,Hallway MapNode 3 Floor 1,,Team G,1394,1760
GHALL00601,1707,2015,1,Shapiro,HALL,Hallway MapNode 6 Floor 1,,Team G,1330,1863
GHALL00701,1708,2092,1,Shapiro,HALL,Hallway MapNode 7 Floor 1,,Team G,1305,1903
GHALL00801,1707,2152,1,Shapiro,HALL,Hallway MapNode 8 Floor 1,,Team G,1278,1944
GHALL00901,1707,2164,1,Shapiro,HALL,Hallway MapNode 9 Floor 1,,Team G,1274,1949
GHALL01001,1673,2165,1,Shapiro,HALL,Hallway MapNode 10 Floor 1,,Team G,1251,1933
GHALL01401,1749,2151,1,Shapiro,HALL,Hallway MapNode 14 Floor 1,,Team G,1313,1947
GHALL01501,1749,2224,1,Shapiro,HALL,Hallway MapNode 15 Floor 1,,Team G,1291,1986
GHALL01601,1689,2225,1,Shapiro,HALL,Hallway MapNode 16 Floor 1,,Team G,1241,1969
GHALL01701,1605,2093,1,Shapiro,HALL,Hallway MapNode 17 Floor 1,,Team G,1237,1876
GHALL02101,1600,1830,1,Shapiro,HALL,Hallway MapNode 21 Floor 1,,Team G,1324,1730
GHALL02201,1601,1866,1,Shapiro,HALL,Hallway MapNode 22 Floor 1,,Team G,1307,1755
GHALL02401,1602,1928,1,Shapiro,HALL,Hallway MapNode 24 Floor 1,,Team G,1288,1786
GHALL02801,1270,1830,1,Shapiro,HALL,Hallway MapNode 28 Floor 1,,Team G,1087,1647
GHALL02901,1262,1850,1,Shapiro,HALL,Hallway MapNode 29 Floor 1,,Team G,1069,1652
GHALL0301,1256,1858,1,Shapiro,HALL,Hallway MapNode 30 Floor 1,,Team G,1060,1657
GHALL03101,1227,1859,1,Shapiro,HALL,Hallway MapNode 31 Floor 1,,Team G,1041,1649
GHALL03301,1255,1872,1,Shapiro,HALL,Hallway MapNode 33 Floor 1,,Team G,1056,1664
GHALL03401,1284,1872,1,Shapiro,HALL,Hallway MapNode 34 Floor 1,,Team G,1075,1672
GREST01201,1671,2015,1,Shapiro,REST,Bathroom MapNode 12 Floor 1,Restroom Shapiro Floor 1,Team G,1309,1855
GRETL03501,1284,1884,1,Shapiro,REST,Random Room MapNode 35 Floor 1,Secret Room Floor 1,Team G,1072,1678
GSERV02301,1600,1895,1,Shapiro,SERV,ATM MapNode 23 Floor 1,ATM Floor 1,Team G,1293,1777
GSTAI00501,1707,1992,1,Shapiro,STAI,Stairway MapNode 5 Floor 1,Northbound Stairs Floor 2,Team G,1337,1849
GSTAI01301,1750,2014,1,Shapiro,STAI,Staircase MapNode 13 Floor 1,Southbound Stairs Floor 1,Team G,1361,1877
GDEPT00702,1341,1778,2,Shapiro,DEPT,Waiting room? Node 7 Floor 2,Waiting Area Shapiro Floor 2,Team G,1174,1614
GDEPT02402,1578,1932,2,Shapiro,DEPT,Watkins A Node 24 Floor 2 Floor 2,Watkins A,Team G,1286,1749
GDEPT03502,1580,2166,2,Shapiro,DEPT,Watkins B Node 35 Floor 2,Watkins B,Team G,1173,1915
GELEV00N02,1630,1931,2,Shapiro,ELEV,Elevator N Node 25 Floor 2,Elevator N Floor 1,Team G,1314,1762
GELEV00Q02,1628,2102,2,Shapiro,ELEV,Elevator Q Node 31a Floor 2,Elevator Q Floor 2,Team G,1225,1899
GHALL00102,1170,1780,2,Shapiro,HALL,Hall Node 1 Floor 2,,Team G,1082,1579
GHALL00202,1168,1820,2,Shapiro,HALL,Hall Node 2 Floor 2,,Team G,1069,1598
GHALL00302,1231,1781,2,Shapiro,HALL,Hall Node 3 Floor 2,,Team G,1107,1589
GHALL00402,1230,1820,2,Shapiro,HALL,Hall Node 4 Floor 2,,Team G,1095,1608
GHALL00502,1283,1781,2,Shapiro,HALL,Hall Node 5 Floor 2,,Team G,1140,1601
GHALL01002,1340,1820,2,Shapiro,HALL,Hall Node 10 Floor 2,,Team G,1163,1634
GHALL01102,1396,1781,2,Shapiro,HALL,Hall Node 11 Floor 2,,Team G,1207,1626
GHALL01202,1395,1820,2,Shapiro,HALL,Hall Node 12 Floor 2,,Team G,1196,1645
GHALL01302,1450,1781,2,Shapiro,HALL,Hall Node 13 Floor 2,,Team G,1236,1637
GHALL01402,1450,1820,2,Shapiro,HALL,Hall Node 14 Floor 2,,Team G,1226,1658
GHALL01502,1502,1781,2,Shapiro,HALL,Hall Node 15 Floor 2,,Team G,1270,1650
GHALL01602,1502,1820,2,Shapiro,HALL,Hall Node 16 Floor 2,,Team G,1258,1669
GHALL01702,1578,1820,2,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,,Team G,1322,1695
GHALL01802,1630,1801,2,Shapiro,HALL,Hall Node 18 Floor 2,,Team G,1360,1692
GHALL02002,1684,1801,2,Shapiro,HALL,Hall Node 20 Floor 2,,Team G,1407,1711
GHALL02102,1683,1821,2,Shapiro,HALL,Hall Node 21 Floor 2,,Team G,1400,1726
GHALL02202,1720,1801,2,Shapiro,HALL,Hall Node 22 Floor 2,,Team G,1433,1723
GHALL02302,1726,1835,2,Shapiro,HALL,Hall Node 23 Floor 2,,Team G,1420,1752
GHALL02702,1726,1930,2,Shapiro,HALL,Hall Node 27 Floor 2,,Team G,1389,1795
GHALL02902,1728,2042,2,Shapiro,HALL,Hall Node 29 Floor 2,,Team G,1340,1865
GHALL03002,1580,2090,2,Shapiro,HALL,Hall Node 30 Floor 2,,Team G,1200,1879
GHALL03202,1684,2091,2,Shapiro,HALL,Hall Node 32 Floor 2,,Team G,1275,1909
GHALL03302,1692,2124,2,Shapiro,HALL,Hall Node 33 Floor 2,,Team G,1267,1931
GHALL03402,1724,2123,2,Shapiro,HALL,Hall Node 34 Floor 2,,Team G,1291,1940
GHALL03602,1580,2208,2,Shapiro,HALL,Hall Node 36 Floor 2,,Team G,1162,1930
GHALL03702,1692,2211,2,Shapiro,HALL,Hall Node 37 Floor 2,,Team G,1253,1955
GHALL03802,1726,2210,2,Shapiro,HALL,Hall Node 38 Floor 2,,Team G,1281,1967
GINFO01902,1630,1821,2,Shapiro,INFO,Info Node 19 Floor 2,Information Center Shapiro Floor 2,Team G,1350,1708
GREST00602,1284,1821,2,Shapiro,REST,Restroom Node 6 Floor 2,Restroom 1 Shapiro Floor 2,Team G,1133,1624
GREST03102,1628,2092,2,Shapiro,REST,Restroom Node 31 Floor 2,Handicap Accessible Restrooms Shapiro Floor 2,Team G,1233,1889
GSTAI02602,1686,1931,2,Shapiro,STAI,Stairs Node 26 Floor 2,Floor 2 Stairs Upper,Team G,1362,1785
GSTAI02802,1685,2041,2,Shapiro,STAI,Stairs Node 28 Floor 2,Floor 2 Stairs Lower,Team G,1317,1852
GDEPT00403,1580,2142,3,Shapiro,DEPT,Brigham Circle Medical Associates Node 4 Floor 3,Brigham Circle Medical Associates,Team G,1199,1852
GDEPT01403,1580,1904,3,Shapiro,DEPT,Watkins Clinic C Node 14 Floor 3,Watkins Clinic C,Team G,1276,1728
GELEV00N03,1628,1904,3,Shapiro,ELEV,Elevator N Node 15 Floor 3,Elevator N Floor 3,Team G,1316,1738
GELEV00Q03,1628,2142,3,Shapiro,ELEV,Elevator Q Node 5 Floor 3,Elevator Q Floor 3,Team G,1232,1865
GHALL00103,1562,2230,3,Shapiro,HALL,Hallway Node 1 Floor 3,,Team G,1173,1879
GHALL00203,1580,2230,3,Shapiro,HALL,Hallway Node 2 Floor 3,,Team G,1181,1883
GHALL00303,1580,2180,3,Shapiro,HALL,Hallway Node 3 Floor 3,,Team G,1190,1866
GHALL00603,1685,2142,3,Shapiro,HALL,Hallway Node 6 Floor 3,,Team G,1271,1882
GHALL00703,1685,2230,3,Shapiro,HALL,Hallway Node 7 Floor 3,,Team G,1251,1914
GHALL00803,1685,2106,3,Shapiro,HALL,Hallway Node 8 Floor 3,,Team G,1284,1863
GHALL01003,1580,2070,3,Shapiro,HALL,Hallway Node 10 Floor 3,,Team G,1217,1823
GHALL01103,1628,2070,3,Shapiro,HALL,Hallway Node 11 Floor 3,,Team G,1253,1836
GHALL01303,1580,2006,3,Shapiro,HALL,Hallway Node 13 Floor 3,,Team G,1241,1787
GREST01203,1628,2052,3,Shapiro,REST,Restroom Node 12 Floor 3,Restroom Shapiro Floor 3,Team G,1261,1824
GSERV01603,1580,1858,3,Shapiro,SERV,The Porch Node 16 Floor 3,The Porch,Team G,1289,1712
GSTAI00903,1685,2052,3,Shapiro,STAI,Staircase Node 9 Floor 3,Floor 3 Stairs ,Team G,1295,1845
GELEV00QL1,1637,2116,L1,Shapiro,ELEV,Elevator Q MapNode 7 Floor L1,Elevator Q L1,Team G,1255,1934
GEXIT001L1,1702,2260,L1,Shapiro,EXIT,Fenwood Road Exit MapNode 1 Floor L1,Fenwood Road Entrance/Exit L1,Team G,1277,1990
GHALL002L1,1702,2167,L1,Shapiro,HALL,Hallway MapNode 2 Floor L1,,Team G,1294,1981
GHALL003L1,1688,2167,L1,Shapiro,HALL,Hallway MapNode 3 Floor L1,,Team G,1280,1970
GHALL004L1,1666,2167,L1,Shapiro,HALL,Hallway MapNode 4 Floor L1,,Team G,1262,1967
GHALL005L1,1688,2131,L1,Shapiro,HALL,Hallway MapNode 5 Floor L1,,Team G,1292,1956
GHALL006L1,1665,2116,L1,Shapiro,HALL,Hallway MapNode 6 Floor L1,,Team G,1281,1946
GSTAI008L1,1720,2131,L1,Shapiro,STAI,Stairs MapNode 8 Floor L1,L1 Stairs,Team G,1316,1967
GELEV00QL2,1625,2089,L2,Shapiro,ELEV,Elevator Q MapNode 6 Floor L2,Elevator Q L2,Team G,1256,1940
GHALL001L2,1730,1585,L2,Shapiro,HALL,Hallway MapNode 1 Floor L2,,Team G,1529,1695
GHALL005L2,1642,2089,L2,Shapiro,HALL,Hallway MapNode 5 Floor L2,,Team G,1278,1947
GHALL007L2,1578,2089,L2,Shapiro,HALL,Hallway MapNode 7 Floor L2,,Team G,1229,1928
GHALL008L2,1577,2195,L2,Shapiro,HALL,Hallway MapNode 8 Floor L2,,Team G,1185,1986
GHALL009L2,1578,2032,L2,Shapiro,HALL,Hallway MapNode 9 Floor L2,,Team G,1250,1898
GHALL010L2,1550,2032,L2,Shapiro,HALL,Hallway MapNode 10 Floor L2,,Team G,1229,1890
GHALL011L2,1550,1966,L2,Shapiro,HALL,Hallway MapNode 11 Floor L2,,Team G,1251,1856
GHALL012L2,1512,1967,L2,Shapiro,HALL,Hallway MapNode 12 Floor L2,,Team G,1223,1845
GHALL013L2,1512,1910,L2,Shapiro,HALL,Hallway MapNode 13 Floor L2,,Team G,1244,1818
GHALL016L2,1512,1702,L2,Shapiro,HALL,Hallway MapNode 16 Floor L2,,Team G,1318,1703
GHALL017L2,1512,1539,L2,Shapiro,HALL,Hallway MapNode 17 Floor L2,,Team G,1385,1616
GLABS003L2,1729,2089,L2,Shapiro,LABS,Cardiovascular Imaging Center Floor L2,Cardiovascular Imaging Center,Team G,1336,1972
GLABS014L2,1512,1844,L2,Shapiro,LABS,Cardiac Stress Test Lab Floor L2,Cardiac Stress Test Lab,Team G,1270,1777
GLABS015L2,1512,1812,L2,Shapiro,LABS,CVRR Floor L2,CVRR,Team G,1281,1762
GREST004L2,1680,2090,L2,Shapiro,REST,Restroom MapNode 4 Floor L2,Restroom Shapiro L2,Team G,1304,1958
HHALL00102,1875,925,2,Tower,HALL,Hallway Connector 1 Floor 2,Hallway H00102,Team H,1840,1296
HHALL00202,1955,900,2,Tower,HALL,Hallway Connector 2 Floor 2,Hallway H00202,Team H,1920,1300
HRETL00102,1935,860,2,Tower,RETL,Garden Cafe,Garden Cafe,Team H,1901,1262
HHALL00302,2035,900,2,Tower,HALL,Hallway Connector 3 Floor 2,Hallway H00302,Team H,1972,1330
HSTAI00102,2060,880,2,Tower,STAI,Stairwell 1 Floor 2,Stairwell 0102,Team H,2000,1316
HHALL00402,1875,1025,2,Tower,HALL,Hallway Connector 4 Floor 2,Hallway H00402,Team H,1811,1342
HHALL00502,1825,1025,2,Tower,HALL,Hallway Connector 5 Floor 2,Hallway H00502,Team H,1770,1340
HRETL00202,1615,1025,2,Tower,RETL,Vending Machine Floor 2?,Vending Machine,Team H,1640,1286
HBATH00102,1605,1008,2,Tower,BATH,Bathroom 1 Tower Floor 2,Bathroom 0102,Team H,1626,1268
HRETL00302,1825,1080,2,Tower,RETL,Gift Shop Tower Floor 2,Gift Shop,Team H,1775,1364
HHALL00602,1775,1080,2,Tower,HALL,Hallway Connector 6 Floor 2,Hallway H00602,Team H,1733,1351
HHALL00702,1740,1165,2,Tower,HALL,Hallway Connector 7 Floor 2,Hallway H00702,Team H,1662,1395
HSTAI00202,1695,1165,2,Tower,STAI,Stairwell 2 Tower Floor 2,Stairwell 0202,Team H,1632,1382
HHALL00802,1740,1230,2,Tower,HALL,Hallway Connector 8 Floor 2,Hallway H00802,Team H,1640,1423
HSTAI00302,1790,1230,2,Tower,STAI,Escalator 1 Floor 2,Escalator 1 Floor 2,Team H,1679,1440
HHALL00902,1740,1280,2,Tower,HALL,Hallway Connector 9 Floor 2,Hallway H00902,Team H,1621,1443
HHALL01002,2055,1280,2,Tower,HALL,Hallway Connector 10 Floor 2,Hallway H01002,Team H,1852,1536
HDEPT00102,2055,1330,2,Tower,DEPT,Endoscopy,Endoscopy,Team H,1835,1567
HHALL00503,1680,1290,3,Tower,HALL,Hallway Connector 5 Floor 3,Hallway H00502,Team H,1571,1416
HSTAI00103,1680,1275,3,Tower,STAI,Stairwell 1 Floor 3,Stairwell,Team H,1589,1398
HHALL00403,1325,1290,3,Tower,HALL,Hallway Connector 4 Floor 3,Hallway H00403,Team H,1337,1325
HHALL00303,1325,985,3,Tower,HALL,Hallway Connector 3 Floor 3,Hallway H00303,Team H,1450,1158
HHALL00203,1235,985,3,Tower,HALL,Hallway Connector 2 Floor 3,Hallway H00203,Team H,1382,1132
HLABS00103,1235,865,3,Tower,LABS,Reproductive Endocrine Labs,Reproductive Endocrine Labs,Team H,1412,1092
HHALL00103,1325,655,3,Tower,HALL,Hallway Connector 1 Floor 3,Hallway H00103,Team H,1565,982
HHALL00603,1735,925,3,Tower,HALL,Hallway Connector 6 Floor 3,Hallway H00603,Team H,1766,1225
HHALL00703,1735,900,3,Tower,HALL,Hallway Connector 7 Floor 3,Hallway H00703,Team H,1778,1214
HDEPT00103,1725,900,3,Tower,DEPT,Dialysis Waiting Room,Dialysis WR,Team H,1765,1220
HHALL00803,1735,865,3,Tower,HALL,Hallway Connector 8 Floor 3,Hallway H00803,Team H,1786,1202
HSERV00103,1750,865,3,Tower,SERV,Nursing Room,Nursing Room,Team H,1812,1194
HHALL00903,1735,820,3,Tower,HALL,Hallway Connector 9 Floor 3,Hallway H00903,Team H,1801,1180
HHALL01003,1785,820,3,Tower,HALL,Hallway Connector 10 Floor 3,Hallway H01003,Team H,1849,1192
HBATH00103,1785,830,3,Tower,BATH,Bathroom 1 Tower Floor 3,Bathroom 0103,Team H,1845,1200
HHALL01103,1690,820,3,Tower,HALL,Hallway Connector 11 Floor 3,Hallway H01103,Team H,1777,1170
HDEPT00203,1690,830,3,Tower,DEPT,MICU 3B/C Waiting Room,MICU 3B/C WR,Team H,1772,1177
HHALL01203,1600,820,3,Tower,HALL,Hallway Connector 12 Floor 3,Hallway H01203,Team H,1707,1145
HHALL01303,1600,1030,3,Tower,HALL,Hallway Connector 13 Floor 3,Hallway H01303,Team H,1630,1257
HHALL01403,1735,1030,3,Tower,HALL,Hallway Connector 14 Floor 3,Hallway H01403,Team H,1728,1292
HHALL01503,1735,985,3,Tower,HALL,Hallway Connector 15 Floor 3,Hallway H01503,Team H,1744,1269
HBATH00203,1750,985,3,Tower,BATH,Bathroom 2 Tower Floor 3,Bathroom 0203,Team H,1754,1274
IHALL00103,2255,1290,3,45 Francis,HALL,Hallway Node 1,H1,Team I,1974,1555
IHALL00203,2323,1290,3,45 Francis,HALL,Hallway Node 2,H2,Team I,2059,1586
IHALL00303,2448,1290,3,45 Francis,HALL,Hallway Node 3,H3,Team I,2152,1620
IHALL00403,2570,1290,3,45 Francis,HALL,Hallway Node 4,H4,Team I,2242,1653
IHALL00503,2730,1290,3,45 Francis,HALL,Hallway Node 5,H5,Team I,2356,1694
IHALL00603,2772,1290,3,45 Francis,HALL,Hallway Node 6,H6,Team I,2388,1705
IHALL00703,2772,1227,3,45 Francis,HALL,Hallway Node 7,H7,Team I,2408,1679
IHALL00803,2772,1147,3,45 Francis,HALL,Hallway Node 8,H8,Team I,2435,1640
