nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned,xcoord3D,ycoord3D
EHALL00801,2460,910,1,45 Francis,HALL,Hallway Node 6 Floor 1,HallE06,Team E,2460,910
EINFO00101,2460,850,1,45 Francis,INFO,Connor's Center Security Desk Floor 1,Security 1,Team E,2460,850
EHALL00901,2585,910,1,45 Francis,HALL,Hallway Node 7 Floor 1,HallE07,Team E,2585,910
EHALL01001,2585,890,1,45 Francis,HALL,Hallway Node 8 Floor 1,HallE08,Team E,2585,890
EHALL01101,2610,910,1,45 Francis,HALL,Hallway Node 9 Floor 1,HallE09,Team E,2610,910
EHALL01201,2610,955,1,45 Francis,HALL,Hallway Node 10 Floor 1,HallE10,Team E,2610,955
EHALL01301,2660,955,1,45 Francis,HALL,Hallway Node 11 Floor 1,HallE11,Team E,2660,955
EHALL01401,2660,980,1,45 Francis,HALL,Hallway Node 12 Floor 1,HallE12,Team E,2660,980
EHALL01501,2675,910,1,45 Francis,HALL,Hallway Node 13 Floor 1,HallE13,Team E,2675,910
EHALL01601,2910,910,1,45 Francis,HALL,Hallway Node 14 Floor 1,HallE14,Team E,2910,910
EHALL01701,2910,890,1,45 Francis,HALL,Hallway Node 15 Floor 1,HallE15,Team E,2910,890
EHALL01801,2925,910,1,45 Francis,HALL,Hallway Node 16 Floor 1,HallE16,Team E,2925,910
EHALL01901,2960,900,1,45 Francis,HALL,Hallway Node 17 Floor 1,HallE17,Team E,2960,900
EHALL02001,2950,745,1,45 Francis,HALL,Hallway Node 18 Floor 1,HallE18,Team E,2950,745
EREST00101,2950,730,1,45 Francis,REST,Restroom G1 Floor 1,Restroom G1,Team E,2950,730
EEXIT00201,2950,705,1,45 Francis,EXIT,Exit 2 Floor 1,Exit 2,Team E,2950,705
ELABS00101,3050,730,1,45 Francis,LABS,Asthma Research Floor 1,Asthma 1,Team E,3050,730
EDEPT00201,3100,890,1,45 Francis,DEPT,Wound and Ambulatory 1,WCCAT 1,Team E,3100,890
EDEPT00301,3200,880,1,45 Francis,DEPT,Ocupational Health Floor 1,Ocupational 1,Team E,3200,880
EHALL02101,3230,880,1,45 Francis,HALL,Hallway Node 19 Floor 1,HallE19,Team E,3230,880
EHALL02201,3270,875,1,45 Francis,HALL,Hallway Node 20 Floor 1,HallE20,Team E,3270,875
EHALL02301,3325,870,1,45 Francis,HALL,Hallway Node 21 Floor 1,HallE21,Team E,3325,870
EHALL02401,2770,980,1,45 Francis,HALL,Hallway Node 22 Floor 1,HallE22,Team E,2770,980
EHALL02501,2925,980,1,45 Francis,HALL,Hallway Node 23 Floor 1,HallE23,Team E,2925,980
EREST00201,2985,980,1,45 Francis,REST,Restroom F1 Floor 1,Restroom F1,Team E,2985,980
EHALL02601,3085,980,1,45 Francis,HALL,Hallway Node 24 Floor 1,HallE24,Team E,3085,980
EHALL02701,3085,1000,1,45 Francis,HALL,Hallway Node 25 Floor 1,HallE25,Team E,3085,1000
EHALL02801,2925,1050,1,45 Francis,HALL,Hallway Node 26 Floor 1,HallE26,Team E,2925,1050
EHALL02901,2770,1070,1,45 Francis,HALL,Hallway Node 27 Floor 1,HallE27,Team E,2770,1070
EHALL03001,2790,1070,1,45 Francis,HALL,Hallway Node 28 Floor 1,HallE28,Team E,2790,1070
ESTAI00301,2790,1155,1,45 Francis,STAI,Staircase H1 Floor 1,Stair H1,Team E,2790,1155
EREST00301,2790,1190,1,45 Francis,REST,Restroom H1 Floor 1,Restroom H1,Team E,2790,1190
ELABS00201,2790,1290,1,45 Francis,LABS,Ambulatory X-Ray Floor 1,X-Ray 1,Team E,2790,1290
EDEPT00401,2790,1380,1,45 Francis,DEPT,Rehabilitation Services Floor 1,Rehab 1,Team E,2790,1380
EHALL03101,2790,1460,1,45 Francis,HALL,Hallway Node 29 Floor 1,HallE29,Team E,2790,1460
EHALL03201,2670,1380,1,45 Francis,HALL,Hallway Node 30 Floor 1,HallE30,Team E,2670,1380
EHALL03301,2605,1380,1,45 Francis,HALL,Hallway Node 31 Floor 1,HallE31,Team E,2605,1380
ESTAI00401,2605,1340,1,45 Francis,STAI,Staircase H2 Floor 1,Stair H2,Team E,2605,1340
EHALL03401,2835,1460,1,45 Francis,HALL,Hallway Node 32 Floor 1,HallE32,Team E,2835,1460
EHALL03501,2760,1460,1,45 Francis,HALL,Hallway Node 33 Floor 1,HallE33,Team E,2760,1460
EHALL03601,2760,1405,1,45 Francis,HALL,Hallway Node 34 Floor 1,HallE34,Team E,2760,1405
FHALL00101,2055,910,1,Tower,HALL,Lower Pike Hallway Exit Lobby,Hallway F00101,Team F,2055,910
FHALL00201,2026,910,1,Tower,HALL,Lobby Shattuck Street,Hallway F00201,Team F,2026,910
FSTAI00101,2026,892,1,Tower,STAI,Lobby Shattuck Street Stairs,Stairway F00101,Team F,2026,892
FHALL00301,2017,910,1,Tower,HALL,Shattuck Street Lobby 1,Hallway F00301,Team F,2017,910
FEXIT00101,2017,799,1,Tower,EXIT,Shattuck Street Lobby Exit,Shattuck St. Exit,Team F,2017,799
FHALL00401,1973,910,1,Tower,HALL,Shattuck Street Lobby 2,Hallway F00401,Team F,1973,910
FRETL00101,1973,844,1,Tower,RETL,Lobby Vending Machine,VM Lobby,Team F,1973,844
FHALL00501,1950,910,1,Tower,HALL,Shattuck Street Lobby 3,Hallway F00501,Team F,1950,910
FSERV00101,1950,871,1,Tower,SERV,Shattuck Street Lobby ATM,Lobby ATM,Team F,1950,871
FHALL00601,1869,930,1,Tower,HALL,Tower Lobby Entrance 1,Tower Entrance,Team F,1869,930
FHALL00701,1758,930,1,Tower,HALL,Tower Elevator Entrance,Hallway F00701,Team F,1758,930
FHALL00801,1758,850,1,Tower,HALL,Tower Hallway 1,Hallway F00801,Team F,1758,850
FHALL01301,1627,825,1,Tower,HALL,Tower Hallway 5,Hallway F01301,Team F,1627,825
FHALL00901,1627,850,1,Tower,HALL,Tower Hallway 2,Hallway F00901,Team F,1627,850
FHALL01001,1627,802,1,Tower,HALL,Tower Hallway 3,Hallway F01001,Team F,1627,802
FSTAI00201,1673,802,1,Tower,STAI,Tower Stairway 1,Tower Stairs 1,Team F,1673,802
FHALL01101,1627,930,1,Tower,HALL,Tower Hallway 4,Hallway F01101,Team F,1627,930
FHALL01201,1548,930,1,Tower,HALL,Tower Staff Entrance,Hallway F01201,Team F,1548,930
FDEPT00101,1617,825,1,Tower,DEPT,Center for International Medicine,CIM,Team F,1617,825
FSERV00401,1721,970,1,Tower,DEPT,Spiritual Care Office,SCO,Team F,1721,970
FHALL01401,1627,1029,1,Tower,HALL,Tower Hallway 6,Hallway F01401,Team F,1627,1029
FSERV00201,1605,1029,1,Tower,SERV,Tower Medical Cashier,Tower Cashier,Team F,1605,1029
FHALL01501,1627,1060,1,Tower,HALL,Tower Hallway 7,Hallway F01501,Team F,1627,1060
FHALL01601,1758,1060,1,Tower,HALL,Tower Hallway 8,Hallway F01601,Team F,1758,1060
FHALL01701,1721,956,1,Tower,HALL,Tower Hallway 9,Hallway F01701,Team F,1721,956
FDEPT00301,1721,931,1,Tower,DEPT,Multifaith Chapel,Chapel,Team F,1721,931
FHALL01801,1758,956,1,Tower,HALL,Tower Hallway 10,Hallway F01801,Team F,1758,956
FHALL01901,1758,1120,1,Tower,HALL,Tower Hallway 11,Hallway F01901,Team F,1758,1120
FHALL02001,1700,1120,1,Tower,HALL,Tower Hallway 12,Hallway F02001,Team F,1700,1120
FDEPT00201,1610,1120,1,Tower,DEPT,Bretholtz Center for Patients and Families,Bretholtz WR,Team F,1610,1120
FSERV00301,1700,1158,1,Tower,SERV,Kessler Library,Kessler Library,Team F,1700,1158
FHALL02101,1769,1146,1,Tower,HALL,Tower Hallway Entrance,Tower Entrance 2,Team F,1769,1146
FDEPT00401,1794,1146,1,Tower,DEPT,Sharf Admitting Center,Sharf Center,Team F,1794,1146
FHALL02201,1769,1280,1,Tower,HALL,Hallway Lobby Entrance,Entrance Hallway,Team F,1769,1280
FLABS00101,1845,1250,1,Tower,LABS,Obstetrics Admitting,Obs Admitting,Team F,1845,1250
FHALL02301,1845,1280,1,Tower,HALL,Lobby Hallway 1,Hallway F02301,Team F,1845,1280
FHALL02401,1965,1280,1,Tower,HALL,Lobby Hallway 2,Hallway F02401,Team F,1965,1280
FHALL02501,1965,1239,1,Tower,HALL,Lobby Hallway 3,Hallway F02501,Team F,1965,1239
FSTAI00301,1947,1239,1,Tower,STAI,Lobby Escalator,Lobby Escalator,Team F,1947,1239
FHALL02601,2026,1239,1,Tower,HALL,Lobby Hallway 4,Hallway F02601,Team F,2026,1239
FHALL02701,2066,1239,1,Tower,HALL,Lobby Hallway 7,Hallway F02701,Team F,2066,1239
FDEPT00501,2128,1300,1,Tower,DEPT,Emergency Department,Emergency,Team F,2128,1300
FHALL02801,1748,1280,1,Tower,HALL,Lobby Entrance Hallway,HallwayF02801,Team F,1748,1280
FEXIT00201,1748,1321,1,Tower,EXIT,75 Francis Valet Drop-off,75 Francis Exit,Team F,1748,1321
FHALL02901,1700,1280,1,Tower,HALL,75 Lobby,75 Lobby,Team F,1700,1280
FINFO00101,1700,1226,1,Tower,INFO,75 Lobby Information Desk,Lobby Info Desk,Team F,1700,1226
FSERV00501,1645,1280,1,Tower,SERV,75 Lobby Valet Cashier,Valet Cashier,Team F,1645,1280
FHALL03001,1645,1246,1,Tower,HALL,Lobby Hallway 5,Hallway F02701,Team F,1645,1246
FRETL00201,1609,1246,1,Tower,RETL,Au Bon Pain,ABP,Team F,1609,1246
FHALL03101,2026,976,1,Tower,HALL,Lobby Hallway 6,Hallway F02801,Team F,2026,976
FREST00101,2091,976,1,Tower,REST,Bathroom 75 Lobby,Bathroom Lobby,Team F,2091,976
FEXIT00301,2099,1357,1,Tower,EXIT,Emergency Department Entrance,Emergency Entrance,Team F,2099,1357
FHALL03201,1758,1029,1,Tower,HALL,Tower Hallway 13,Hallway F03201,Team F,1758,1029
FDEPT00601,1780,1029,1,Tower,DEPT,International Patient Center,IPC,Team F,1780,1029
FHALL03301,2066,1282,1,Tower,HALL,Emergency Hallway,Hallway F03301,Team F,2066,1282
GCONF02001,1493,2117,1,Shapiro,CONF,Shapiro Board Room MapNode 20 Floor 1,Shapiro Board Room,Team G,1493,2117
GDEPT01901,1566,2139,1,Shapiro,DEPT,Zinner Breakout Room MapNode 19 Floor 1,Zinner Breakout Room,Team G,1566,2139
GELEV00N01,1647,1930,1,Shapiro,ELEV,Elevator N MapNode 26 Floor 1,,Team G,1647,1930
GELEV00Q01,1648,2161,1,Shapiro,ELEV,Elevator Q MapNode 18 Floor 1,Elevator Q Floor 1,Team G,1648,2161
GEXIT00101,1751,1825,1,Shapiro,EXIT,Francis Street Exit MapNode 1 Floor 1,Francis Street Exit Floor 1,Team G,1751,1825
GHALL00201,1722,1832,1,Shapiro,HALL,Hallway MapNode 2 Floor 1,,Team G,1722,1832
GHALL00301,1705,1831,1,Shapiro,HALL,Hallway MapNode 3 Floor 1,,Team G,1705,1831
GHALL00601,1707,2015,1,Shapiro,HALL,Hallway MapNode 6 Floor 1,,Team G,1707,2015
GHALL00701,1708,2092,1,Shapiro,HALL,Hallway MapNode 7 Floor 1,,Team G,1708,2092
GHALL00801,1707,2152,1,Shapiro,HALL,Hallway MapNode 8 Floor 1,,Team G,1707,2152
GHALL00901,1707,2164,1,Shapiro,HALL,Hallway MapNode 9 Floor 1,,Team G,1707,2164
GHALL01001,1673,2165,1,Shapiro,HALL,Hallway MapNode 10 Floor 1,,Team G,1673,2165
GHALL01401,1749,2151,1,Shapiro,HALL,Hallway MapNode 14 Floor 1,,Team G,1749,2151
GHALL01501,1749,2224,1,Shapiro,HALL,Hallway MapNode 15 Floor 1,,Team G,1749,2224
GHALL01601,1689,2225,1,Shapiro,HALL,Hallway MapNode 16 Floor 1,,Team G,1689,2225
GHALL01701,1605,2093,1,Shapiro,HALL,Hallway MapNode 17 Floor 1,,Team G,1605,2093
GHALL02101,1600,1830,1,Shapiro,HALL,Hallway MapNode 21 Floor 1,,Team G,1600,1830
GHALL02201,1601,1866,1,Shapiro,HALL,Hallway MapNode 22 Floor 1,,Team G,1601,1866
GHALL02401,1602,1928,1,Shapiro,HALL,Hallway MapNode 24 Floor 1,,Team G,1602,1928
GHALL02801,1270,1830,1,Shapiro,HALL,Hallway MapNode 28 Floor 1,,Team G,1270,1830
GHALL02901,1262,1850,1,Shapiro,HALL,Hallway MapNode 29 Floor 1,,Team G,1262,1850
GHALL0301,1256,1858,1,Shapiro,HALL,Hallway MapNode 30 Floor 1,,Team G,1256,1858
GHALL03101,1227,1859,1,Shapiro,HALL,Hallway MapNode 31 Floor 1,,Team G,1227,1859
GHALL03301,1255,1872,1,Shapiro,HALL,Hallway MapNode 33 Floor 1,,Team G,1255,1872
GHALL03401,1284,1872,1,Shapiro,HALL,Hallway MapNode 34 Floor 1,,Team G,1284,1872
GREST01201,1671,2015,1,Shapiro,REST,Bathroom MapNode 12 Floor 1,Restroom Shapiro Floor 1,Team G,1671,2015
GRETL03501,1284,1884,1,Shapiro,REST,Random Room MapNode 35 Floor 1,Secret Room Floor 1,Team G,1284,1884
GSERV02301,1600,1895,1,Shapiro,SERV,ATM MapNode 23 Floor 1,ATM Floor 1,Team G,1600,1895
GSTAI00501,1707,1992,1,Shapiro,STAI,Stairway MapNode 5 Floor 1,Northbound Stairs Floor 2,Team G,1707,1992
GSTAI01301,1750,2014,1,Shapiro,STAI,Staircase MapNode 13 Floor 1,Southbound Stairs Floor 1,Team G,1750,2014
GDEPT00702,1341,1778,2,Shapiro,DEPT,Waiting room? Node 7 Floor 2,Waiting Area Shapiro Floor 2,Team G,1341,1778
GDEPT02402,1578,1932,2,Shapiro,DEPT,Watkins A Node 24 Floor 2 Floor 2,Watkins A,Team G,1578,1932
GDEPT03502,1580,2166,2,Shapiro,DEPT,Watkins B Node 35 Floor 2,Watkins B,Team G,1580,2166
GELEV00N02,1630,1931,2,Shapiro,ELEV,Elevator N Node 25 Floor 2,Elevator N Floor 1,Team G,1630,1931
GELEV00Q02,1628,2102,2,Shapiro,ELEV,Elevator Q Node 31a Floor 2,Elevator Q Floor 2,Team G,1628,2102
GHALL00102,1170,1780,2,Shapiro,HALL,Hall Node 1 Floor 2,,Team G,1170,1780
GHALL00202,1168,1820,2,Shapiro,HALL,Hall Node 2 Floor 2,,Team G,1168,1820
GHALL00302,1231,1781,2,Shapiro,HALL,Hall Node 3 Floor 2,,Team G,1231,1781
GHALL00402,1230,1820,2,Shapiro,HALL,Hall Node 4 Floor 2,,Team G,1230,1820
GHALL00502,1283,1781,2,Shapiro,HALL,Hall Node 5 Floor 2,,Team G,1283,1781
GHALL01002,1340,1820,2,Shapiro,HALL,Hall Node 10 Floor 2,,Team G,1340,1820
GHALL01102,1396,1781,2,Shapiro,HALL,Hall Node 11 Floor 2,,Team G,1396,1781
GHALL01202,1395,1820,2,Shapiro,HALL,Hall Node 12 Floor 2,,Team G,1395,1820
GHALL01302,1450,1781,2,Shapiro,HALL,Hall Node 13 Floor 2,,Team G,1450,1781
GHALL01402,1450,1820,2,Shapiro,HALL,Hall Node 14 Floor 2,,Team G,1450,1820
GHALL01502,1502,1781,2,Shapiro,HALL,Hall Node 15 Floor 2,,Team G,1502,1781
GHALL01602,1502,1820,2,Shapiro,HALL,Hall Node 16 Floor 2,,Team G,1502,1820
GHALL01702,1578,1820,2,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,,Team G,1578,1820
GHALL01802,1630,1801,2,Shapiro,HALL,Hall Node 18 Floor 2,,Team G,1630,1801
GHALL02002,1684,1801,2,Shapiro,HALL,Hall Node 20 Floor 2,,Team G,1684,1801
GHALL02102,1683,1821,2,Shapiro,HALL,Hall Node 21 Floor 2,,Team G,1683,1821
GHALL02202,1720,1801,2,Shapiro,HALL,Hall Node 22 Floor 2,,Team G,1720,1801
GHALL02302,1726,1835,2,Shapiro,HALL,Hall Node 23 Floor 2,,Team G,1726,1835
GHALL02702,1726,1930,2,Shapiro,HALL,Hall Node 27 Floor 2,,Team G,1726,1930
GHALL02902,1728,2042,2,Shapiro,HALL,Hall Node 29 Floor 2,,Team G,1728,2042
GHALL03002,1580,2090,2,Shapiro,HALL,Hall Node 30 Floor 2,,Team G,1580,2090
GHALL03202,1684,2091,2,Shapiro,HALL,Hall Node 32 Floor 2,,Team G,1684,2091
GHALL03302,1692,2124,2,Shapiro,HALL,Hall Node 33 Floor 2,,Team G,1692,2124
GHALL03402,1724,2123,2,Shapiro,HALL,Hall Node 34 Floor 2,,Team G,1724,2123
GHALL03602,1580,2208,2,Shapiro,HALL,Hall Node 36 Floor 2,,Team G,1580,2208
GHALL03702,1692,2211,2,Shapiro,HALL,Hall Node 37 Floor 2,,Team G,1692,2211
GHALL03802,1726,2210,2,Shapiro,HALL,Hall Node 38 Floor 2,,Team G,1726,2210
GINFO01902,1630,1821,2,Shapiro,INFO,Info Node 19 Floor 2,Information Center Shapiro Floor 2,Team G,1630,1821
GREST00602,1284,1821,2,Shapiro,REST,Restroom Node 6 Floor 2,Restroom 1 Shapiro Floor 2,Team G,1284,1821
GREST03102,1628,2092,2,Shapiro,REST,Restroom Node 31 Floor 2,Handicap Accessible Restrooms Shapiro Floor 2,Team G,1628,2092
GSTAI02602,1686,1931,2,Shapiro,STAI,Stairs Node 26 Floor 2,Floor 2 Stairs Upper,Team G,1686,1931
GSTAI02802,1685,2041,2,Shapiro,STAI,Stairs Node 28 Floor 2,Floor 2 Stairs Lower,Team G,1685,2041
GDEPT00403,1580,2142,3,Shapiro,DEPT,Brigham Circle Medical Associates Node 4 Floor 3,Brigham Circle Medical Associates,Team G,1580,2142
GDEPT01403,1580,1904,3,Shapiro,DEPT,Watkins Clinic C Node 14 Floor 3,Watkins Clinic C,Team G,1580,1904
GELEV00N03,1628,1904,3,Shapiro,ELEV,Elevator N Node 15 Floor 3,Elevator N Floor 3,Team G,1628,1904
GELEV00Q03,1628,2142,3,Shapiro,ELEV,Elevator Q Node 5 Floor 3,Elevator Q Floor 3,Team G,1628,2142
GHALL00103,1562,2230,3,Shapiro,HALL,Hallway Node 1 Floor 3,,Team G,1562,2230
GHALL00203,1580,2230,3,Shapiro,HALL,Hallway Node 2 Floor 3,,Team G,1580,2230
GHALL00303,1580,2180,3,Shapiro,HALL,Hallway Node 3 Floor 3,,Team G,1580,2180
GHALL00603,1685,2142,3,Shapiro,HALL,Hallway Node 6 Floor 3,,Team G,1685,2142
GHALL00703,1685,2230,3,Shapiro,HALL,Hallway Node 7 Floor 3,,Team G,1685,2230
GHALL00803,1685,2106,3,Shapiro,HALL,Hallway Node 8 Floor 3,,Team G,1685,2106
GHALL01003,1580,2070,3,Shapiro,HALL,Hallway Node 10 Floor 3,,Team G,1580,2070
GHALL01103,1628,2070,3,Shapiro,HALL,Hallway Node 11 Floor 3,,Team G,1628,2070
GHALL01303,1580,2006,3,Shapiro,HALL,Hallway Node 13 Floor 3,,Team G,1580,2006
GREST01203,1628,2052,3,Shapiro,REST,Restroom Node 12 Floor 3,Restroom Shapiro Floor 3,Team G,1628,2052
GSERV01603,1580,1858,3,Shapiro,SERV,The Porch Node 16 Floor 3,The Porch,Team G,1580,1858
GSTAI00903,1685,2052,3,Shapiro,STAI,Staircase Node 9 Floor 3,Floor 3 Stairs ,Team G,1685,2052
GELEV00QL1,1637,2116,L1,Shapiro,ELEV,Elevator Q MapNode 7 Floor L1,Elevator Q L1,Team G,1637,2116
GEXIT001L1,1702,2260,L1,Shapiro,EXIT,Fenwood Road Exit MapNode 1 Floor L1,Fenwood Road Entrance/Exit L1,Team G,1702,2260
GHALL002L1,1702,2167,L1,Shapiro,HALL,Hallway MapNode 2 Floor L1,,Team G,1702,2167
GHALL003L1,1688,2167,L1,Shapiro,HALL,Hallway MapNode 3 Floor L1,,Team G,1688,2167
GHALL004L1,1666,2167,L1,Shapiro,HALL,Hallway MapNode 4 Floor L1,,Team G,1666,2167
GHALL005L1,1688,2131,L1,Shapiro,HALL,Hallway MapNode 5 Floor L1,,Team G,1688,2131
GHALL006L1,1665,2116,L1,Shapiro,HALL,Hallway MapNode 6 Floor L1,,Team G,1665,2116
GSTAI008L1,1720,2131,L1,Shapiro,STAI,Stairs MapNode 8 Floor L1,L1 Stairs,Team G,1720,2131
GELEV00QL2,1625,2089,L2,Shapiro,ELEV,Elevator Q MapNode 6 Floor L2,Elevator Q L2,Team G,1625,2089
GHALL001L2,1730,1585,L2,Shapiro,HALL,Hallway MapNode 1 Floor L2,,Team G,1730,1585
GHALL005L2,1642,2089,L2,Shapiro,HALL,Hallway MapNode 5 Floor L2,,Team G,1642,2089
GHALL007L2,1578,2089,L2,Shapiro,HALL,Hallway MapNode 7 Floor L2,,Team G,1578,2089
GHALL008L2,1577,2195,L2,Shapiro,HALL,Hallway MapNode 8 Floor L2,,Team G,1577,2195
GHALL009L2,1578,2032,L2,Shapiro,HALL,Hallway MapNode 9 Floor L2,,Team G,1578,2032
GHALL010L2,1550,2032,L2,Shapiro,HALL,Hallway MapNode 10 Floor L2,,Team G,1550,2032
GHALL011L2,1550,1966,L2,Shapiro,HALL,Hallway MapNode 11 Floor L2,,Team G,1550,1966
GHALL012L2,1512,1967,L2,Shapiro,HALL,Hallway MapNode 12 Floor L2,,Team G,1512,1967
GHALL013L2,1512,1910,L2,Shapiro,HALL,Hallway MapNode 13 Floor L2,,Team G,1512,1910
GHALL016L2,1512,1702,L2,Shapiro,HALL,Hallway MapNode 16 Floor L2,,Team G,1512,1702
GHALL017L2,1512,1539,L2,Shapiro,HALL,Hallway MapNode 17 Floor L2,,Team G,1512,1539
GLABS003L2,1729,2089,L2,Shapiro,LABS,Cardiovascular Imaging Center Floor L2,Cardiovascular Imaging Center,Team G,1729,2089
GLABS014L2,1512,1844,L2,Shapiro,LABS,Cardiac Stress Test Lab Floor L2,Cardiac Stress Test Lab,Team G,1512,1844
GLABS015L2,1512,1812,L2,Shapiro,LABS,CVRR Floor L2,CVRR,Team G,1512,1812
GREST004L2,1680,2090,L2,Shapiro,REST,Restroom MapNode 4 Floor L2,Restroom Shapiro L2,Team G,1680,2090
HHALL00102,1875,925,2,Tower,HALL,Hallway Connector 1 Floor 2,Hallway H00102,Team H,1875,925
HHALL00202,1955,900,2,Tower,HALL,Hallway Connector 2 Floor 2,Hallway H00202,Team H,1955,900
HRETL00102,1935,860,2,Tower,RETL,Garden Cafe,Garden Cafe,Team H,1935,860
HHALL00302,2035,900,2,Tower,HALL,Hallway Connector 3 Floor 2,Hallway H00302,Team H,2035,900
HSTAI00102,2060,880,2,Tower,STAI,Stairwell 1 Floor 2,Stairwell 0102,Team H,2060,880
HHALL00402,1875,1025,2,Tower,HALL,Hallway Connector 4 Floor 2,Hallway H00402,Team H,1875,1025
HHALL00502,1825,1025,2,Tower,HALL,Hallway Connector 5 Floor 2,Hallway H00502,Team H,1825,1025
HRETL00202,1615,1025,2,Tower,RETL,Vending Machine Floor 2?,Vending Machine,Team H,1615,1025
HBATH00102,1605,1008,2,Tower,BATH,Bathroom 1 Tower Floor 2,Bathroom 0102,Team H,1605,1008
HRETL00302,1825,1080,2,Tower,RETL,Gift Shop Tower Floor 2,Gift Shop,Team H,1825,1080
HHALL00602,1775,1080,2,Tower,HALL,Hallway Connector 6 Floor 2,Hallway H00602,Team H,1775,1080
HHALL00702,1740,1165,2,Tower,HALL,Hallway Connector 7 Floor 2,Hallway H00702,Team H,1740,1165
HSTAI00202,1695,1165,2,Tower,STAI,Stairwell 2 Tower Floor 2,Stairwell 0202,Team H,1695,1165
HHALL00802,1740,1230,2,Tower,HALL,Hallway Connector 8 Floor 2,Hallway H00802,Team H,1740,1230
HSTAI00302,1790,1230,2,Tower,STAI,Escalator 1 Floor 2,Escalator 1 Floor 2,Team H,1790,1230
HHALL00902,1740,1280,2,Tower,HALL,Hallway Connector 9 Floor 2,Hallway H00902,Team H,1740,1280
HHALL01002,2055,1280,2,Tower,HALL,Hallway Connector 10 Floor 2,Hallway H01002,Team H,2055,1280
HDEPT00102,2055,1330,2,Tower,DEPT,Endoscopy,Endoscopy,Team H,2055,1330
HHALL00503,1680,1290,3,Tower,HALL,Hallway Connector 5 Floor 3,Hallway H00502,Team H,1680,1290
HSTAI00103,1680,1275,3,Tower,STAI,Stairwell 1 Floor 3,Stairwell,Team H,1680,1275
HHALL00403,1325,1290,3,Tower,HALL,Hallway Connector 4 Floor 3,Hallway H00403,Team H,1325,1290
HHALL00303,1325,985,3,Tower,HALL,Hallway Connector 3 Floor 3,Hallway H00303,Team H,1325,985
HHALL00203,1235,985,3,Tower,HALL,Hallway Connector 2 Floor 3,Hallway H00203,Team H,1235,985
HLABS00103,1235,865,3,Tower,LABS,Reproductive Endocrine Labs,Reproductive Endocrine Labs,Team H,1235,865
HHALL00103,1325,655,3,Tower,HALL,Hallway Connector 1 Floor 3,Hallway H00103,Team H,1325,655
HHALL00603,1735,925,3,Tower,HALL,Hallway Connector 6 Floor 3,Hallway H00603,Team H,1735,925
HHALL00703,1735,900,3,Tower,HALL,Hallway Connector 7 Floor 3,Hallway H00703,Team H,1735,900
HDEPT00103,1725,900,3,Tower,DEPT,Dialysis Waiting Room,Dialysis WR,Team H,1725,900
HHALL00803,1735,865,3,Tower,HALL,Hallway Connector 8 Floor 3,Hallway H00803,Team H,1735,865
HSERV00103,1750,865,3,Tower,SERV,Nursing Room,Nursing Room,Team H,1750,865
HHALL00903,1735,820,3,Tower,HALL,Hallway Connector 9 Floor 3,Hallway H00903,Team H,1735,820
HHALL01003,1785,820,3,Tower,HALL,Hallway Connector 10 Floor 3,Hallway H01003,Team H,1785,820
HBATH00103,1785,830,3,Tower,BATH,Bathroom 1 Tower Floor 3,Bathroom 0103,Team H,1785,830
HHALL01103,1690,820,3,Tower,HALL,Hallway Connector 11 Floor 3,Hallway H01103,Team H,1690,820
HDEPT00203,1690,830,3,Tower,DEPT,MICU 3B/C Waiting Room,MICU 3B/C WR,Team H,1690,830
HHALL01203,1600,820,3,Tower,HALL,Hallway Connector 12 Floor 3,Hallway H01203,Team H,1600,820
HHALL01303,1600,1030,3,Tower,HALL,Hallway Connector 13 Floor 3,Hallway H01303,Team H,1600,1030
HHALL01403,1735,1030,3,Tower,HALL,Hallway Connector 14 Floor 3,Hallway H01403,Team H,1735,1030
HHALL01503,1735,985,3,Tower,HALL,Hallway Connector 15 Floor 3,Hallway H01503,Team H,1735,985
HBATH00203,1750,985,3,Tower,BATH,Bathroom 2 Tower Floor 3,Bathroom 0203,Team H,1750,985
IHALL00103,2255,1290,3,45 Francis,HALL,Hallway Node 1,H1,Team I,2255,1290
IHALL00203,2323,1290,3,45 Francis,HALL,Hallway Node 2,H2,Team I,2323,1290
IHALL00303,2448,1290,3,45 Francis,HALL,Hallway Node 3,H3,Team I,2448,1290
IHALL00403,2570,1290,3,45 Francis,HALL,Hallway Node 4,H4,Team I,2570,1290
IHALL00503,2730,1290,3,45 Francis,HALL,Hallway Node 5,H5,Team I,2730,1290
IHALL00603,2772,1290,3,45 Francis,HALL,Hallway Node 6,H6,Team I,2772,1290
IHALL00703,2772,1227,3,45 Francis,HALL,Hallway Node 7,H7,Team I,2772,1227
IHALL00803,2772,1147,3,45 Francis,HALL,Hallway Node 8,H8,Team I,2772,1147
IHALL00903,2649,1075,3,45 Francis,HALL,Hallway Node 9,H9,Team I,2649,1075
IHALL01003,2772,1075,3,45 Francis,HALL,Hallway Node 10,H10,Team I,2772,1075
IHALL01103,2922,1075,3,45 Francis,HALL,Hallway Node 11,H11,Team I,2922,1075
IHALL01203,2220,1034,3,45 Francis,HALL,Hallway Node 12,H12,Team I,2220,1034
IHALL01303,2323,1034,3,45 Francis,HALL,Hallway Node 13,H13,Team I,2323,1034
